Resultado das Analogias
Base            | Target          | Palavras Preditas                        | Acurácia da Analogias
amigo           | amizade         | adicionar, mando, inesperado, quebrado, escrever, deixes, belinha, jabor, abraços, apaixonado | 0.0000
médico          | saúde           | objetivas, questão, submetido, petismo, acusado, despertar, aborto, ato, tese, autoridade | 0.0000
noite           | lua             | tarde, madrugada, manha, passei, hj, parada, manhã, almoço, caminhada, sexta | 0.0000
cachorro        | pet             | loira, foda, gorda, hein, bruxa, morena, comendo, cu, chapeuzinho, puta | 0.0000
universidade    | curso           | estadual, regional, oab, faculdade, clasp, getulio, coordenador, anhembi, usp, emater | 0.0000
relógio         | tempo           | porta, lavar, roupa, geladeira, escada, janelas, saco, litros, dormir, orifício | 0.0000
carro           | combustível     | saindo, porta, descer, arma, comprado, totalmente, almoco, ligar, anunciando, garrafa | 0.0000
roda            | veículo         | sapatos, arco, protetor, gelo, traseira, dental, pacotinho, elle, embaixo, queima | 0.0000
música          | ritmo           | poesia, musica, literatura, musical, livros, ツ, amantes, trevas, tolkien, evangelizar | 0.0000
cão             | cachorro        | dequejeito, desejares, densa, reraise, louquitchas, enxergava, peladinhas, densky, experimentando, crediário | 0.0000
sapo            | lago            | flagrastops, gostoza, vlws, jukita, gbbb, saradasvip, unleashed, sermyadmin, daemon, calcinhasflagradas | 0.0000
esporte         | competição      | lazer, eleições, espetáculos, satélite, alternativo, cardaco, une, multicultural, física, xxi | 0.0000
arvore          | floresta        | mangueira, neve, bluecaps, pote, derrick, sentim, cetim, tamnho, mousseline, fina | 0.0000
sala            | reunião         | cozinha, quarto, jantar, varanda, armrio, mesa, salão, acomodação, banheiro, sacada | 0.0000
rede            | internet        | servico, redes, oferece, funcionamento, publico, foco, serviço, chamadas, incentivar, ferramenta | 0.0000
gato            | felino          | bruxa, rabo, primo, caralho, safada, rezar, gorda, dançou, acariciar, decepcionei | 0.0000
flores          | jardim          | paraglider, paredes, pedras, nuvens, neve, escuras, montanha, peixes, transformers, mantos | 0.0000
pintura         | artista         | fotografia, infantil, mascote, pantufinhas, rádio, escultura, filmagem, artesanato, sindicação, criativa | 0.0000
mar             | praia           | sol, monte, revoadas, passeio, revolto, lago, sogra, céu, voltei, inverno | 0.0000
banco           | dinheiro        | emprego, conta, credito, deposito, favorecido, estágio, agencia, curriculums, unibanco, recebe | 0.0000
bico            | pássaro         | cordão, pintados, capota, cetim, boneca, assar, prata, ligeiramente, mangueira, senta | 0.0000
pasta           | arquivo         | águia, pergunte, pressione, barato, instalar, instalado, montado, virus, tutorial, tecla | 0.0000
caixa           | presente        | manual, receita, fabricante, cobrar, automático, saída, sedex, entrada, aceito, envio | 0.0000
escola          | alunos          | vila, palácio, colégio, jornalista, paulista, direcção, organizou, aeroporto, brasília, gomes | 0.0000
peixe           | água            | mel, pés, pote, calça, coco, delicioso, rabo, pietra, sonhando, chantilly | 0.0000
vó              | avó             | tara, ame, portland, dmaster, barclays, jpm, chupa, conservatório, letoniano, dawson | 0.0000
arte            | pintura         | tolkien, fotografia, caricaturas, narrativa, crítico, panoramio, poesia, continuação, accesoriosdibujo, infoman | 0.0000
caminho         | estrada         | rumo, descobrir, longe, nevando, respirar, aliás, aproveitar, desistir, chegar, roteiro | 0.0000
bola            | esporte         | liga, fogueira, bateu, chute, virou, ufa, artilheiro, rapaz, testemunha, retrato | 0.0000
janela          | casa            | incrível, figura, neutro, vê, almoçar, trás, vá, então, guardo, ótimo | 0.0000
tela            | computador      | polegadas, gravador, hd, mouse, drive, monitor, teclado, buffer, setas, lcd | 0.0000
teatro          | palco           | dança, museu, caseiras, artesanato, folclore, artística, americana, academia, catedral, delicinha | 0.0000
bota            | sapato          | marginata, zed, punho, céline, teotonio, balbúrdia, chuteira, gl, moderadora, cordão | 0.0000
jogo            | tabuleiro       | assistiu, jogar, personagem, ttulo, abordo, acaro, treino, flamengo, vencedor, harry | 0.0000
pintura         | artista         | fotografia, infantil, mascote, pantufinhas, rádio, escultura, filmagem, artesanato, sindicação, criativa | 0.0000
carro           | viagem          | saindo, porta, descer, arma, comprado, totalmente, almoco, ligar, anunciando, garrafa | 0.0000
telefone        | chamada         | fax, fone, cel, tel, morada, rua, cep, eventosaabicorgbr, calaca, gislenealencar | 0.0000
porta           | entrada         | relógio, prato, vidro, táxi, geladeira, roupa, mala, banheiro, pé, forno | 0.0000
trabalho        | emprego         | curso, odontologiamestrado, trabalhar, estágio, aluno, colegas, rodagem, cct, criatividade, emprego | 1.0000
matematica      | números         | informais, científica, índice, mídias, responsável, prevenção, reforça, cicinho, disciplinas, diárias | 0.0000
animal          | selvagem        | vegetal, especie, religiosa, condição, condicionamentos, álcool, paladar, saudável, domesticacao, fertilidade | 0.0000
abajur          | iluminação      | opala, powercolor, pilhas, slot, vectra, samsung, lanterna, lamborghini, igo, estojo | 0.0000
café            | bebida          | manhã, sugarpax, recomecei, desmantelou, inaparente, incorporador, cobiçarás, aeromodelos, fixes, mentirinhas | 0.0000
caneta          | escrita         | usb, drive, notebook, dual, persiana, placa, sensor, vga, pilhas, radeon | 0.0000
sombra          | luz             | pés, vento, elle, colo, moppel, dançando, derramas, soava, céu, coração | 0.0000
rua             | bairro          | bairro, santana, barra, kairós, pinheiros, cachoeira, lindooooo, cambui, moreno, av | 1.0000
relógio         | tempo           | porta, lavar, roupa, geladeira, escada, janelas, saco, litros, dormir, orifício | 0.0000
cabelo          | penteado        | delicioso, scalp, cheiro, chocolate, pele, junte, dentes, cabelos, molho, cortar | 0.0000
música          | banda           | poesia, musica, literatura, musical, livros, ツ, amantes, trevas, tolkien, evangelizar | 0.0000
janela          | vidro           | incrível, figura, neutro, vê, almoçar, trás, vá, então, guardo, ótimo | 0.0000
gelo            | água            | bolo, transformers, sapatos, palito, pacotinho, estêve, canudos, gostas, amargor, fina | 0.0000
cadeira         | mesa            | cana, sagaz, dental, liso, haten, piranhas, barco, ladra, desígnio, pavimentadas | 0.0000
computador      | teclado         | aparelho, wirelles, usando, visual, instalar, externo, virus, gravados, executar, rápido | 0.0000
filme           | cinema          | xmen, batman, blogcitário, animado, assistiu, trailer, pornô, quicky, episodio, ator | 0.0000
teclado         | instrumento     | cpu, usb, monitor, polegadas, hd, sensor, touchscreen, adaptador, controladora, placa | 0.0000
sol             | estrela         | pés, sombra, inverno, céu, prá, nuvens, cai, chuva, cheia, emoção | 0.0000
rio             | água            | bogas, praa, cri, ppsrj, fiama, turi, showlivre, haffner, rj, xeguei | 0.0000
terra           | planeta         | sagrado, assaltos, céu, fronteira, vítimas, ventos, abundância, helicóptero, caminhos, simboliza | 0.0000
hospital        | enfermeiro      | aeroporto, ticketmaster, piracicabano, colégio, akira, junta, agnosticismo, roma, câmara, vigiado | 0.0000
amigo           | colega          | adicionar, mando, inesperado, quebrado, escrever, deixes, belinha, jabor, abraços, apaixonado | 0.0000
café            | chá             | manhã, sugarpax, recomecei, desmantelou, inaparente, incorporador, cobiçarás, aeromodelos, fixes, mentirinhas | 0.0000
livro           | leitura         | congestionamento, viewpoint, provas, escrito, tema, escreverei, conclusão, aceda, indicação, propósito | 0.0000
bicicleta       | pedal           | gelo, regalia, sapatos, vestir, bolo, mole, transformers, fina, rabo, bolhas | 0.0000
cachorro        | osso            | loira, foda, gorda, hein, bruxa, morena, comendo, cu, chapeuzinho, puta | 0.0000
planta          | flor            | lasanha, camadas, hipercapnia, aviões, panoramas, fluído, arterial, hno, poliéster, traje | 0.0000
sapato          | pé              | tiraram, nana, dany, sputnik, cobain, fofo, balneário, jaílton, qualificaram, ivanoalekseyevka | 0.0000
câmera          | fotografia      | ipod, placa, chips, kodak, hd, camera, usb, adsl, tela, lcd | 0.0000
chave           | cofre           | rápida, retirar, colar, traba, frequência, energético, belinha, senhoritas, determinação, droga | 0.0000
sol             | calor           | pés, sombra, inverno, céu, prá, nuvens, cai, chuva, cheia, emoção | 0.0000
mão             | braço           | toque, massa, mao, cleanup, unravel, hipnotizado, descanso, acomode, gravidade, mascarar | 0.0000
cadeado         | chave           | unid, aceita, lanterna, côncavo, vendidos, xcm, mala, aro, troco, aquecedor | 0.0000
avião           | piloto          | vagabundo, balbúrdia, tamnho, reformista, sabrosa, deitou, porzio, rabuda, agonia, pegamos | 0.0000
carro           | garagem         | saindo, porta, descer, arma, comprado, totalmente, almoco, ligar, anunciando, garrafa | 0.0000
universidade    | faculdade       | estadual, regional, oab, faculdade, clasp, getulio, coordenador, anhembi, usp, emater | 1.0000
livraria        | livros          | mpb, escorpião, blogosfera, astronomia, teatro, entr, estelares, reggae, artes, trofa | 0.0000
casamento       | noiva           | páscoa, moore, vareia, maratona, adquiri, testemunha, angélica, julian, sentirão, narradora | 0.0000
escola          | sala            | vila, palácio, colégio, jornalista, paulista, direcção, organizou, aeroporto, brasília, gomes | 0.0000
refrigerante    | bebida          | gelo, copo, litros, pes, molho, folhas, quente, forno, chantilly, levemente | 0.0000
jornalista      | notícia         | eduardo, gilberto, alencar, mesquita, luiz, viana, medeiros, augusto, helena, isabel | 0.0000
cozinha         | fogão           | varanda, piscina, churrasqueira, cadeiras, acomodação, poltrona, fralda, banho, mesa, lareira | 0.0000
pescador        | peixe           | sacerdotal, tricolor, ressucitado, sorrindo, espremer, fazeres, piedade, clara, baleado, nasce | 0.0000
guitarra        | corda           | contrabaixo, maísa, sandy, morangos, zper, anahi, agressão, garu, rosa, igarapés | 0.0000
nuvem           | céu             | cantigas, accesoriosdibujo, papelbijouterie, violino, hip, sertanejo, pfano, bahuan, nostro, pagode | 0.0000
flor            | jardim          | sorriu, burro, avó, virgem, hipófise, ténue, gorda, molhadinhas, céu, lua | 0.0000
quadro          | moldura         | posição, tomada, proposta, nível, expectativas, atividade, rudimentar, comando, distância, corrente | 0.0000
camisa          | roupa           | guanabara, raia, mce, laca, gol, tam, mascotemania, cruzeiro, turquesas, camiseta | 0.0000
computador      | processador     | aparelho, wirelles, usando, visual, instalar, externo, virus, gravados, executar, rápido | 0.0000
fruta           | doce            | claras, chocolate, farinha, pietra, suaves, delicioso, dentes, azeite, carne, batatas | 0.0000
praia           | areia           | passeio, camarote, estacao, bar, ilha, sagaz, estrela, dunas, monte, sol | 0.0000
caminhão        | carga           | irlandesa, klas, microprocessador, stride, engrenagem, lypo, dianteiro, gdass, lipo, servos | 0.0000
janela          | cortina         | incrível, figura, neutro, vê, almoçar, trás, vá, então, guardo, ótimo | 0.0000
relógio         | pulso           | porta, lavar, roupa, geladeira, escada, janelas, saco, litros, dormir, orifício | 0.0000
piscina         | água            | cozinha, varanda, lareira, churrasqueira, luxo, sauna, poltrona, cama, lar, cadeiras | 0.0000
cimento         | construção      | listradinho, ogar, fauna, zex, rochas, benigno, bica, aguieira, inerte, descalços | 0.0000
lousa           | giz             | amarrados, vanzelli, sucumbir, pegar, lisinho, rosa, rosto, sustelo, saiote, chorões | 0.0000
grama           | verde           | degraus, tons, lítio, cimento, copos, casaco, cristais, lenha, cenoura, acrilico | 0.0000
piano           | música          | pandeiro, mangueira, altenburg, flauta, mini, naranja, franklin, servilletas, rayas, melissa | 0.0000
caderno         | papel           | pincéis, latencia, ninjutsus, sutra, canadianos, sapatos, estúdio, inventou, michiel, sapinho | 0.0000
mesa            | jantar          | cama, jantar, cabeceira, banho, cozinha, fralda, piauisampa, empregada, sapatos, spp | 1.0000
bicicleta       | passeio         | gelo, regalia, sapatos, vestir, bolo, mole, transformers, fina, rabo, bolhas | 0.0000
porta           | entrada         | relógio, prato, vidro, táxi, geladeira, roupa, mala, banheiro, pé, forno | 0.0000
telefone        | ligação         | fax, fone, cel, tel, morada, rua, cep, eventosaabicorgbr, calaca, gislenealencar | 0.0000
cadeira         | assento         | cana, sagaz, dental, liso, haten, piranhas, barco, ladra, desígnio, pavimentadas | 0.0000
pássaro         | voo             | redondeza, bnitch, barulho, cortado, levaria, talento, inimigo, emoção, valia, debaixo | 0.0000
futebol         | gol             | flamengo, clube, atletico, campeonato, corinthians, folclore, esportes, fantásico, futsal, esporte | 0.0000
chuva           | tempestade      | calor, quente, cabeça, debaixo, pés, prato, sol, frio, descanso, fria | 0.0000
sol             | calor           | pés, sombra, inverno, céu, prá, nuvens, cai, chuva, cheia, emoção | 0.0000
trem            | ferrovia        | crasto, paquistão, lago, lagos, modista, ribeira, talitha, oceano, assa, fronteira | 0.0000
sorvete         | frio            | cremoso, rodelas, recheio, creme, calda, toalha, desenformar, limao, misturando, assar | 0.0000
carteira        | dinheiro        | motorista, conexão, cheque, método, poderá, equipamento, pedido, paga, confere, contas | 0.0000
geladeira       | frio            | cabeceira, forno, poltrona, varanda, fechadura, aquecedor, vidro, porta, janelas, escada | 0.0000
livro           | capa            | congestionamento, viewpoint, provas, escrito, tema, escreverei, conclusão, aceda, indicação, propósito | 0.0000
caneta          | escrita         | usb, drive, notebook, dual, persiana, placa, sensor, vga, pilhas, radeon | 0.0000
sombra          | árvore          | pés, vento, elle, colo, moppel, dançando, derramas, soava, céu, coração | 0.0000
telefone        | celular         | fax, fone, cel, tel, morada, rua, cep, eventosaabicorgbr, calaca, gislenealencar | 0.0000
ponte           | rio             | guarda, beirão, bloomberg, lago, estrada, jojo, senhora, ressucitado, ribeira, trem | 0.0000
quadro          | parede          | posição, tomada, proposta, nível, expectativas, atividade, rudimentar, comando, distância, corrente | 0.0000
bicicleta       | pedal           | gelo, regalia, sapatos, vestir, bolo, mole, transformers, fina, rabo, bolhas | 0.0000
sala            | sofá            | cozinha, quarto, jantar, varanda, armrio, mesa, salão, acomodação, banheiro, sacada | 0.0000
churrasco       | carne           | lareira, canudos, sentou, amarelinha, colchão, chaise, anseiam, banho, spock, piranhas | 0.0000
férias          | descanso        | voltei, benefactor, vigiado, londres, revelação, enfrentam, derrota, mineiro, preparativos, actual | 0.0000
cadeira         | roda            | cana, sagaz, dental, liso, haten, piranhas, barco, ladra, desígnio, pavimentadas | 0.0000
celular         | internet        | pc, ipod, apple, videoclipes, iphone, desbloquear, palm, mp, antropotomia, grtis | 0.0000
microfone       | som             | drive, usb, caneta, kit, polegadas, monitor, slim, placa, bluetooth, lcd | 0.0000
fotografia      | câmera          | escultura, filmagem, pintura, concertos, religio, rádio, narrativa, ecologia, tevê, motocicletas | 0.0000
piloto          | avião           | abertura, lançamento, vencedor, inaugura, activo, seleção, esportiva, encomendar, faísca, prêmio | 0.0000
bebê            | criança         | dilacerados, zuzubalandia, fluído, traspassos, qta, viajo, enchendo, comandam, seqüelas, depilando | 0.0000
barco           | navegação       | arco, piauisampa, sapatos, pés, á, barbarossa, palha, desígnio, embaixo, bm | 0.0000
mochila         | escola          | torque, chipset, binoculos, aquecendo, radiador, tule, lanterna, tampa, roupeiro, rottweiler | 0.0000
caminhão        | transporte      | irlandesa, klas, microprocessador, stride, engrenagem, lypo, dianteiro, gdass, lipo, servos | 0.0000
cimento         | construção      | listradinho, ogar, fauna, zex, rochas, benigno, bica, aguieira, inerte, descalços | 0.0000
praia           | sol             | passeio, camarote, estacao, bar, ilha, sagaz, estrela, dunas, monte, sol | 1.0000
futebol         | bola            | flamengo, clube, atletico, campeonato, corinthians, folclore, esportes, fantásico, futsal, esporte | 0.0000
tênis           | quadra          | sopas, potes, zebras, flange, susuk, dramaduração, craniano, matraca, alemaniaandorraargentinaaustraliaaustriaboliviabosniaherzbrasilbulgariablgicacanadchilechinacolombiacosta, homogêneo | 0.0000
sombra          | árvore          | pés, vento, elle, colo, moppel, dançando, derramas, soava, céu, coração | 0.0000
piloto          | avião           | abertura, lançamento, vencedor, inaugura, activo, seleção, esportiva, encomendar, faísca, prêmio | 0.0000
chuva           | água            | calor, quente, cabeça, debaixo, pés, prato, sol, frio, descanso, fria | 0.0000
garrafa         | água            | retire, forno, rolante, orifício, geladeira, cantil, recheio, cozinhar, pé, copo | 0.0000
teatro          | palco           | dança, museu, caseiras, artesanato, folclore, artística, americana, academia, catedral, delicinha | 0.0000
piano           | música          | pandeiro, mangueira, altenburg, flauta, mini, naranja, franklin, servilletas, rayas, melissa | 0.0000
telefone        | celular         | fax, fone, cel, tel, morada, rua, cep, eventosaabicorgbr, calaca, gislenealencar | 0.0000
computador      | internet        | aparelho, wirelles, usando, visual, instalar, externo, virus, gravados, executar, rápido | 0.0000
grama           | verde           | degraus, tons, lítio, cimento, copos, casaco, cristais, lenha, cenoura, acrilico | 0.0000
homem           | mulher          | mulher, verdadeira, verdadeiro, adolescente, discípulo, ensinou, deixa, amizade, sonho, fé | 1.0000
rei             | rainha          | cristo, relata, irmã, senhor, lobo, clara, pai, mito, testemunha, profeta | 0.0000
tio             | tia             | solteira, namorado, primo, chico, amanda, apaixonado, rebolativas, maroto, avó, marrone | 0.0000
avô             | avó             | hubble, automatizadas, cansaço, sefirah, discursivas, binah, eucaristia, madura, cassie, martha | 0.0000
marido          | esposa          | esposa, namorada, amante, puta, menino, abandonou, amiga, hein, mãe, rapaz | 1.0000
garoto          | garota          | menino, rapaz, menina, namorada, parecia, viu, cantar, sorrindo, mãe, esposa | 0.0000
ator            | atriz           | atriz, jabour, pornô, cantora, criador, altman, arthur, decolou, ventrículo, mineo | 1.0000
poeta           | poetisa         | padre, lavadeira, faria, filipe, jesus, filho, rebote, unção, lobo, zaqueu | 0.0000
professor       | professora      | dirceu, taniguchi, pmdb, luiz, concurso, payout, colégio, doutorado, fotógrafo, bispo | 0.0000
jogador         | jogadora        | torcida, partida, flamengo, brasileiro, vencedor, corinthians, palmeiras, campeonato, ganhou, acaba | 0.0000
pintor          | pintora         | confusos, discernimento, estrangeiras, esfera, porventura, planeiam, aconselhável, depreciativo, vilanovense, rookies | 0.0000
diretor         | diretora        | coordenador, representante, salvadorenha, estadual, ministro, pagaremos, câmara, integrarao, mestrado, especialista | 0.0000
mestre          | mestra          | bispo, revelação, taniguchi, actual, felipe, prémio, filipe, perseverança, profeta, vieira | 0.0000
ministro        | ministra        | câmara, salvadorenha, governador, defende, sarney, adjunto, ministra, procurador, estadual, conselho | 1.0000
leão            | leoa            | tncv, martini, madssis, cría, incontestável, cacau, ciao, hermes, tonks, altares | 0.0000
cachorro        | cadela          | loira, foda, gorda, hein, bruxa, morena, comendo, cu, chapeuzinho, puta | 0.0000
cavalo          | égua            | travado, embaixo, casinha, chora, boquete, bandido, cacete, latejando, inventou, jarapatinga | 0.0000
herói           | heroína         | beasts, detetor, gratidão, hunger, fantas, armamar, conseguires, ivana, sixers, colon | 0.0000
