Resultado das Analogias
Base            | Target          | Palavras Preditas                        | Acurácia da Analogias
jogo            | jogador         | jogar, assistiu, ttulo, personagem, jogador, abordo, flamengo, treino, acaro, campeao | 1.0000
esporte         | time            | lazer, eleições, espetáculos, alternativo, satélite, multicultural, cardaco, une, física, fotografia | 0.0000
música          | melodia         | poesia, musica, literatura, livros, musical, trevas, ツ, amantes, tolkien, evangelizar | 0.0000
nota            | acorde          | descontinuado, carta, cópia, estendida, fechamos, zero, vigiar, avaliado, logando, queo | 0.0000
linguagem       | código          | utilizada, desenvolver, permite, possível, conceitos, assimilação, negócio, através, tendência, interação | 0.0000
software        | programação     | operativos, instalando, java, vmware, tecnologia, maglev, conteúdos, html, doações, compatibilidade | 0.0000
café            | chá             | manhã, sugarpax, recomecei, desmantelou, inaparente, incorporador, cobiçarás, aeromodelos, fixes, mentirinhas | 0.0000
leite           | bebida          | farinha, sal, ovos, azeite, regue, manteiga, chocolate, creme, caldo, queijo | 0.0000
estudante       | professor       | produtor, conquista, celebra, representante, formado, morreu, empresário, estudou, prefeito, recém | 0.0000
aula            | curso           | aulas, alunos, professores, traz, subchefia, provas, mesm, prova, repórteres, ciclo | 0.0000
fogo            | chama           | pé, quente, fria, vagido, pés, cabeça, calor, vovó, suando, ferver | 0.0000
calor           | frio            | pés, quente, cheia, cabeça, fria, pé, chuva, fogo, frio, água | 1.0000
filho           | filha           | pai, falecido, morreu, rebote, jesus, rei, poeta, cristo, esposa, senhora | 0.0000
cachorro        | cachorro        | foda, loira, gorda, bruxa, hein, comendo, puta, chapeuzinho, lindo, morena | 0.0000
gato            | gato            | bruxa, primo, caralho, gorda, rezar, acariciar, deitou, desesperada, dançou, burro | 0.0000
professor       | aluno           | dirceu, luiz, taniguchi, faculdade, fotógrafo, doutorado, pmdb, concurso, augusto, bispo | 0.0000
escola          | livro           | vila, palácio, organizou, paulista, colégio, brasília, direcção, presidência, jornalista, câmara | 0.0000
médico          | enfermeira      | objetivas, questão, submetido, petismo, acusado, despertar, aborto, tese, autoridade, ato | 0.0000
hospital        | paciente        | aeroporto, ticketmaster, piracicabano, colégio, junta, roma, franca, akira, câmara, agnosticismo | 0.0000
avô             | avó             | hubble, automatizadas, cansaço, sefirah, discursivas, binah, eucaristia, cassie, martha, inerte | 0.0000
pai             | mãe             | mãe, esposa, namorada, questionas, filho, desejo, rapaz, bruxa, irma, deslocada | 1.0000
professor       | estudante       | dirceu, luiz, taniguchi, faculdade, fotógrafo, doutorado, pmdb, concurso, augusto, bispo | 0.0000
aluno           | escolar         | introduza, salvarmos, couchsurfing, professora, petismo, steinmetz, dª, bíblia, activação, remissão | 0.0000
carro           | motorista       | saindo, porta, descer, arma, sinal, almoco, totalmente, anunciando, ligar, direto | 0.0000
estrada         | viagem          | guarda, serra, ponte, iludam, monte, lago, funda, beira, senhora, roça | 0.0000
estrela         | noite           | lago, torre, emoção, negra, lavínia, vira, montanha, ponta, bloomberg, circo | 0.0000
pão             | manteiga        | garrafão, embuste, reservei, íris, mentir, traje, acenda, soava, açúcar, pés | 0.0000
queijo          | leite           | sopa, ralado, manteiga, caldo, trigo, colher, picada, colheres, salsinha, regue | 0.0000
artista         | galeria         | audaci, luders, olson, documentário, autora, biografia, amorizade, marçal, espreite, sepultura | 0.0000
íris            | céu             | mágoa, entupido, meladinha, sentirá, reraise, pássaros, funesto, rokugan, cansaço, ladrão | 0.0000
cantor          | guitarra        | miranda, pagodinho, marcelo, teo, cau, moura, veloso, daniel, guilherme, patrcia | 0.0000
navio           | mar             | ameaça, grandeza, ressucitado, assalto, mentir, vitoriosos, sabrosa, conformar, modista, celibato | 0.0000
água            | porto           | daniely, superfície, desinteressado, pés, prato, folhas, hierárquicos, vestirão, lasanha, lábios | 0.0000
fogo            | calor           | pé, quente, fria, vagido, pés, cabeça, calor, vovó, suando, ferver | 1.0000
gelo            | frio            | transformers, bolo, queima, palito, pacotinho, amargor, sapatos, estêve, touro, salada | 0.0000
flor            | jardim          | burro, sorriu, hipófise, avó, ténue, gorda, deitou, céu, molhadinhas, chapeuzinho | 0.0000
árvore          | planta          | fracasso, envergadura, deng, fbi, sefiroth, emilie, aprovada, grandeza, sentires, desen | 0.0000
tenis           | jogador         | vinil, mdf, raiņa, sauna, camisas, almofadas, consolas, câmeras, relgio, frigobar | 0.0000
bola            | esporte         | liga, fogueira, virou, chute, bateu, ufa, artilheiro, rapaz, saiu, retrato | 0.0000
caminho         | estrada         | longe, rumo, descobrir, respirar, chegar, aliás, foge, aproveitar, nevando, verdadeira | 0.0000
rua             | cidade          | bairro, santana, barra, pinheiros, kairós, lindooooo, cachoeira, cambui, av, moreno | 0.0000
livro           | leitura         | congestionamento, viewpoint, escrito, escreverei, tema, provas, conclusão, indicação, verificamos, obra | 0.0000
biblioteca      | autor           | física, ibge, oficina, especialização, curricular, graduação, regionais, programação, psicotrópicas, gráfica | 0.0000
telefone        | comunicação     | fax, fone, cel, tel, rua, morada, eventosaabicorgbr, gislenealencar, cep, calaca | 0.0000
mensagem        | digital         | validando, enviar, mensaje, sugestao, iorochi, escalavrar, converter, subsidy, consideremos, adicionar | 0.0000
guitarra        | violão          | contrabaixo, maísa, sandy, co, zper, anahi, agressão, garu, morangos, falante | 0.0000
música          | banda           | poesia, musica, literatura, livros, musical, trevas, ツ, amantes, tolkien, evangelizar | 0.0000
árvore          | alimentação     | fracasso, envergadura, deng, fbi, sefiroth, emilie, aprovada, grandeza, sentires, desen | 0.0000
pintura         | cor             | fotografia, infantil, mascote, escultura, pantufinhas, artesanato, rádio, criativa, filmagem, juvenil | 0.0000
tela            | artista         | polegadas, hd, mouse, gravador, teclado, drive, buffer, monitor, setas, laviii | 0.0000
lápis           | papel           | uhuuuuuuuu, viciados, dizes, impassíveis, conseguindoo, sonorizando, ausa, bobi, mount, irrisória | 0.0000
escrita         | caneta          | leitura, viewpoint, literáriaou, evangelizar, função, configuração, aproximação, propõe, exame, aberta | 0.0000
computador      | tecnologia      | aparelho, wirelles, usando, visual, instalar, virus, externo, jre, executar, gravados | 0.0000
internet        | software        | arquivinho, provedor, wirelles, via, seção, estimuladas, programar, web, canal, computador | 0.0000
lago            | água            | bloomberg, aldeia, beira, beirão, pouso, ribeirinhas, bandeira, passeio, guarda, desmantelou | 0.0000
sol             | calor           | pés, chuva, sombra, inverno, céu, cai, prá, nuvens, areia, tomando | 0.0000
verão           | primavera       | inverno, termina, desmantelou, nabucodonozor, chegámos, dragonfly, cerimônia, salgadinho, ressurreição, garatujas | 0.0000
programador     | código          | privatizada, mysql, mindset, relacional, cédula, mika, fotorreceptora, extensão, expedida, mec | 0.0000
software        | desenvolvedor   | operativos, instalando, java, vmware, tecnologia, maglev, conteúdos, html, doações, compatibilidade | 0.0000
avião           | voo             | balbúrdia, tamnho, reformista, sabrosa, vagabundo, porzio, agonia, pegamos, platonismo, soca | 0.0000
piloto          | aeroporto       | inaugura, abertura, lançamento, vencedor, activo, seleção, encomendar, esportiva, faísca, atual | 0.0000
tênis           | jogador         | sopas, potes, zebras, flange, susuk, dramaduração, craniano, matraca, alemaniaandorraargentinaaustraliaaustriaboliviabosniaherzbrasilbulgariablgicacanadchilechinacolombiacosta, homogêneo | 0.0000
esporte         | competição      | lazer, eleições, espetáculos, alternativo, satélite, multicultural, cardaco, une, física, fotografia | 0.0000
festa           | comemoração     | balada, hj, chegando, começa, prá, clima, fantasia, brincadeiras, noite, passei | 0.0000
aniversário     | celebração      | ladybug, scrapbooking, fepeme, rsquo, hopla, terminado, autofabricante, capicua, nabucodonozor, pessual | 0.0000
cidade          | metrópole       | interior, localizada, paisagem, salvador, bairro, zona, recife, localizado, praias, capital | 0.0000
rural           | urbano          | engenharia, arquitetura, comércio, excelência, enfermagem, adjunto, atua, construcao, hotelaria, preventiva | 0.0000
floresta        | árvore          | deleites, marginais, abundância, assaltos, pedras, gado, robustos, moradores, fracasso, ladrões | 0.0000
natureza        | ambiente        | harmonia, manifestação, abundância, emocional, físico, razão, lógica, sentimentos, realidade, comum | 0.0000
número          | matemática      | números, realização, avanço, dívida, distância, aumento, refere, mudança, devido, populacional | 0.0000
conta           | adição          | banco, presumivelmente, pontual, registrar, imc, ligado, recebe, montar, escolheu, realizar | 0.0000
óleo            | cozinha         | polvilhada, connectors, polvilhar, slm, chá, fubá, sinhá, fermento, melee, morfológico | 0.0000
culinária       | receita         | gastronomia, educativos, silvicultura, australianos, ensinada, didgeridoo, acompanhante, arqueologia, diarista, bumerangue | 0.0000
chave           | fechadura       | monadic, rápida, frequência, colar, metratom, senhoritas, belinha, traba, pandora, processando | 0.0000
porta           | segurança       | vidro, relógio, geladeira, táxi, roupa, pé, mala, forno, prato, banheiro | 0.0000
conta           | banco           | banco, presumivelmente, pontual, registrar, imc, ligado, recebe, montar, escolheu, realizar | 1.0000
dinheiro        | poupança        | ganhe, ganhar, pagar, extra, montar, gastar, transferir, poderá, automatizar, paga | 0.0000
livro           | capítulo        | congestionamento, viewpoint, escrito, escreverei, tema, provas, conclusão, indicação, verificamos, obra | 0.0000
texto           | parágrafo       | dê, notícia, siape, citado, válida, naturalização, janitschek, autora, indicação, machada | 0.0000
escola          | aluno           | vila, palácio, organizou, paulista, colégio, brasília, direcção, presidência, jornalista, câmara | 0.0000
professor       | ensino          | dirceu, luiz, taniguchi, faculdade, fotógrafo, doutorado, pmdb, concurso, augusto, bispo | 0.0000
avião           | viagem          | balbúrdia, tamnho, reformista, sabrosa, vagabundo, porzio, agonia, pegamos, platonismo, soca | 0.0000
céu             | destino         | pés, ténue, colo, costas, deserto, vento, sábio, lama, imaginaria, mãe | 0.0000
aroma           | perfume         | sabor, arroz, sementes, frutose, carne, claras, desinteressado, textura, leves, carboidratos | 0.0000
fragrância      | cheiro          | vicariato, descalços, caídos, cyril, prosperará, diferimento, vulneráveis, userxpert, brc, konsul | 0.0000
cabelo          | cabeleireiro    | scalp, delicioso, cheiro, pele, chocolate, junte, cabelos, molho, chucha, sentia | 0.0000
salão           | beleza          | cama, calcinha, tetris, domingueira, piscina, discoteca, espreguicadeiras, fotoben, dental, rabudas | 0.0000
estudo          | livro           | estudos, responsável, profissão, científica, aponta, entidade, física, treinamento, fundamental, actividade | 0.0000
conhecimento    | universidade    | prática, actividade, aprofundamento, objetivos, formação, importância, desenvolver, trata, relação, reconhecimento | 0.0000
jornal          | notícia         | entrevista, notícia, biblioteca, globo, evangélico, reportagem, sinopse, autodromo, correio, peça | 1.0000
impressão       | artigo          | gorpo, lonchas, relate, numerados, coalizão, jawa, credor, patano, guiiiii, oxil | 0.0000
pato            | lago            | prego, shaka, purê, letargo, rosetta, cavalas, amendoim, io, nozes, assado | 0.0000
ave             | água            | eduarda, gêmea, inacia, michelleibraim, clementina, canguru, naodiganada, maroto, solteira, freeform | 0.0000
barco           | água            | arco, pés, piauisampa, sapatos, á, palha, barbarossa, desígnio, embaixo, bm | 0.0000
mar             | veleiro         | sol, revoadas, monte, passeio, céu, inverno, montanhas, lago, revolto, voltei | 0.0000
amigo           | amizade         | mando, adicionar, inesperado, colega, deixes, escrever, quebrado, jabor, apaixonado, merece | 0.0000
companhia       | lealdade        | sede, existente, independente, proposta, direção, prioridade, urbanização, posição, ginásio, estratégia | 0.0000
médico          | saúde           | objetivas, questão, submetido, petismo, acusado, despertar, aborto, tese, autoridade, ato | 0.0000
tratamento      | enfermeira      | proteção, mobilidade, fortalecimento, reduzindo, redução, organizacionais, recuperação, prática, proprioceptivo, fatores | 0.0000
noite           | lua             | tarde, madrugada, manha, passei, hj, parada, balada, manhã, almoço, sexta | 0.0000
estrela         | escuridão       | lago, torre, emoção, negra, lavínia, vira, montanha, ponta, bloomberg, circo | 0.0000
cachorro        | pet             | foda, loira, gorda, bruxa, hein, comendo, puta, chapeuzinho, lindo, morena | 0.0000
universidade    | curso           | estadual, regional, oab, faculdade, getulio, clasp, coordenador, psiu, municipal, unifesp | 0.0000
faculdade       | estudante       | universidade, professor, psicologia, centramento, presidência, estadual, orkutianas, mestrado, sede, psiu | 0.0000
relógio         | tempo           | porta, lavar, roupa, escada, geladeira, janelas, dormir, orifício, saco, estoque | 0.0000
hora            | minuto          | manha, manhã, tens, madrugada, tarde, pows, nessa, parar, indo, noite | 0.0000
carro           | combustível     | saindo, porta, descer, arma, sinal, almoco, totalmente, anunciando, ligar, direto | 0.0000
roda            | veículo         | sapatos, protetor, arco, gelo, traseira, queima, dental, pacotinho, embaixo, cesariana | 0.0000
carro           | transporte      | saindo, porta, descer, arma, sinal, almoco, totalmente, anunciando, ligar, direto | 0.0000
música          | ritmo           | poesia, musica, literatura, livros, musical, trevas, ツ, amantes, tolkien, evangelizar | 0.0000
melodia         | canção          | jerusa, naves, clementina, sulsticio, tncv, elzbieta, wallace, maurício, pruszynska, professorinha | 0.0000
sapo            | lago            | flagrastops, gostoza, vlws, jukita, gbbb, saradasvip, unleashed, sermyadmin, daemon, revistapleiboy | 0.0000
rã              | anfíbio         | ninfetinhas, balron, budoukai, condenadas, bundudas, castrodigital, aisse, thyy, eudis, sunstroke | 0.0000
esporte         | competição      | lazer, eleições, espetáculos, alternativo, satélite, multicultural, cardaco, une, física, fotografia | 0.0000
atleta          | treino          | artilheiro, nativo, mentirinhas, residência, petismo, despesa, ivanovic, aceitarmos, atrasa, religioso | 0.0000
arvore          | floresta        | mangueira, neve, cetim, naranja, estampado, fina, castanho, bluecaps, mousseline, pote | 0.0000
sala            | reunião         | cozinha, quarto, mesa, armrio, varanda, jantar, salão, acomodação, banheiro, supermercado | 0.0000
escritório      | trabalho        | logic, assessoramento, computação, radioactivos, microcontroladores, oracle, extensão, logístico, rodoviário, incorporados | 0.0000
rede            | internet        | servico, redes, oferece, funcionamento, foco, chamadas, incentivar, serviço, publico, producao | 0.0000
conexão         | computador      | bilhetes, agravantes, dispersão, adquirindo, itens, isé, carregada, umidade, instalao, efetuado | 0.0000
animal          | doméstico       | vegetal, animais, condição, transformar, cientificamente, sofrimento, saudável, marcará, condicionamentos, fertilidade | 0.0000
flores          | jardim          | paraglider, paredes, quentes, nuvens, vermelhas, escuras, transformers, neve, pedras, kactus | 0.0000
plantas         | paisagismo      | aves, destruídas, micróbio, selvagens, romanas, variadas, académicas, arranjos, ligadas, doenças | 0.0000
pintura         | artista         | fotografia, infantil, mascote, escultura, pantufinhas, artesanato, rádio, criativa, filmagem, juvenil | 0.0000
tela            | cor             | polegadas, hd, mouse, gravador, teclado, drive, buffer, monitor, setas, laviii | 0.0000
mar             | praia           | sol, revoadas, monte, passeio, céu, inverno, montanhas, lago, revolto, voltei | 0.0000
areia           | sol             | pedras, roço, derramas, fria, agradavél, pés, escura, cheia, céu, hipófise | 0.0000
banco           | dinheiro        | emprego, conta, credito, agencia, favorecido, deposito, estágio, recebe, curriculums, unibanco | 0.0000
caixa           | conta           | manual, receita, fabricante, automático, sedex, operador, cobrar, saída, envio, individual | 0.0000
bico            | pássaro         | boneca, cantil, capota, senta, hortela, assar, chenille, cetim, estampado, cordão | 0.0000
ave             | penas           | eduarda, gêmea, inacia, michelleibraim, clementina, canguru, naodiganada, maroto, solteira, freeform | 0.0000
pasta           | arquivo         | pergunte, águia, pressione, barato, tutorial, tecla, portátil, lateral, virus, instalado | 0.0000
escritório      | documentos      | logic, assessoramento, computação, radioactivos, microcontroladores, oracle, extensão, logístico, rodoviário, incorporados | 0.0000
caixa           | presente        | manual, receita, fabricante, automático, sedex, operador, cobrar, saída, envio, individual | 0.0000
embalagem       | aniversário     | revestimento, optimização, armazenamento, sensores, automático, extensiva, portes, depósito, semelhança, pagará | 0.0000
escola          | alunos          | vila, palácio, organizou, paulista, colégio, brasília, direcção, presidência, jornalista, câmara | 0.0000
professores     | aprendizado     | alunos, estudantes, trabalhos, educadores, cargos, propostas, candidatos, referentes, diretoria, conselhos | 0.0000
peixe           | água            | mel, pote, pés, delicioso, calça, pietra, doce, suave, cheiro, hipófise | 0.0000
mar             | oceano          | sol, revoadas, monte, passeio, céu, inverno, montanhas, lago, revolto, voltei | 0.0000
vó              | avó             | gostosinha, tara, ame, portland, dmaster, barclays, jpm, conservatório, letoniano, dawson | 0.0000
avô             | neta            | hubble, automatizadas, cansaço, sefirah, discursivas, binah, eucaristia, cassie, martha, inerte | 0.0000
arte            | pintura         | poesia, tolkien, fotografia, caricaturas, narrativa, crítico, documentários, literatura, continuação, amantes | 0.0000
escultura       | galeria         | tevê, provérbios, chromasia, solucija, sonoras, educativos, fotoben, arcebispos, educacionais, synteko | 0.0000
trilha          | rota            | sonora, comédia, hollywood, cronicas, pop, sertanejo, domingueira, fotoben, caderno, trevas | 0.0000
bola            | esporte         | liga, fogueira, virou, chute, bateu, ufa, artilheiro, rapaz, saiu, retrato | 0.0000
futebol         | vôlei           | flamengo, clube, atletico, campeonato, corinthians, folclore, jogador, fantásico, esporte, carioca | 0.0000
janela          | casa            | incrível, figura, vê, neutro, almoçar, trás, então, vá, ótimo, pé | 0.0000
vidro           | abertura        | forno, litros, aço, protetor, freezer, ventilador, inox, incolor, pistola, lilás | 0.0000
tela            | computador      | polegadas, hd, mouse, gravador, teclado, drive, buffer, monitor, setas, laviii | 0.0000
monitor         | digital         | touchscreen, bluetooth, transmissor, cpu, visor, gravador, gps, lcd, captura, hd | 0.0000
teatro          | palco           | dança, museu, artesanato, folclore, artística, americana, catedral, academia, infantil, caseiras | 0.0000
ator            | cena            | atriz, jabour, pornô, cantora, criador, altman, arthur, casamento, decolou, ventrículo | 0.0000
bota            | sapato          | marginata, zed, céline, moderadora, balbúrdia, teotonio, cordão, chuteira, bezerro, estampada | 0.0000
calçado         | inverno         | equipaindustria, ciborgue, sportcars, curvadores, rsvp, elearning, epigrafia, empilhadeiras, camaras, colegiados | 0.0000
jogo            | tabuleiro       | jogar, assistiu, ttulo, personagem, jogador, abordo, flamengo, treino, acaro, campeao | 0.0000
competição      | entretenimento  | emergir, mentirinhas, vitórias, corrida, albicans, brado, atrasa, neutralizado, subchefia, fraudes | 0.0000
cor             | tela            | amarelo, moppel, sabor, escuro, pele, cabelos, azul, cheiro, rosto, azuis | 0.0000
carro           | viagem          | saindo, porta, descer, arma, sinal, almoco, totalmente, anunciando, ligar, direto | 0.0000
estrada         | conforto        | guarda, serra, ponte, iludam, monte, lago, funda, beira, senhora, roça | 0.0000
telefone        | chamada         | fax, fone, cel, tel, rua, morada, eventosaabicorgbr, gislenealencar, cep, calaca | 0.0000
mensagem        | comunicação     | validando, enviar, mensaje, sugestao, iorochi, escalavrar, converter, subsidy, consideremos, adicionar | 0.0000
queijo          | molho           | sopa, ralado, manteiga, caldo, trigo, colher, picada, colheres, salsinha, regue | 0.0000
porta           | entrada         | vidro, relógio, geladeira, táxi, roupa, pé, mala, forno, prato, banheiro | 0.0000
saída           | segurança       | carga, côncavo, cobrar, pagará, convexo, filetes, freio, varia, comprimento, olimpíada | 0.0000
trabalho        | emprego         | curso, odontologiamestrado, trabalhar, aluno, colegas, tutores, estágio, aula, fluxos, trabalhando | 0.0000
carreira        | profissão       | atual, década, afirma, concomitantemente, protegeu, disputa, vencedor, atualmente, alisson, produtor | 0.0000
matematica      | números         | índice, científica, informais, responsável, mídias, prevenção, reforça, cicinho, diárias, disciplinas | 0.0000
equações        | cálculo         | vegetação, aminoácidos, desaprovadas, hra, incident, robertson, flutuantes, normativas, sintéticas, fracas | 0.0000
animal          | selvagem        | vegetal, animais, condição, transformar, cientificamente, sofrimento, saudável, marcará, condicionamentos, fertilidade | 0.0000
leão            | tigre           | tncv, madssis, cacau, cría, incontestável, hermes, tonks, altares, nancy, empresarionline | 0.0000
abajur          | iluminação      | opala, powercolor, pilhas, slot, vectra, samsung, estojo, igo, golf, vtwst | 0.0000
quarto          | lâmpada         | banheiro, jantar, portão, almoçar, banho, cama, saindo, andar, supermercado, porta | 0.0000
café            | bebida          | manhã, sugarpax, recomecei, desmantelou, inaparente, incorporador, cobiçarás, aeromodelos, fixes, mentirinhas | 0.0000
manhã           | despertar       | café, difamador, termina, recomecei, chegámos, nabucodonozor, ﮨઔﮨణ, acordei, voltei, vaum | 0.0000
caneta          | escrita         | usb, drive, notebook, dual, persiana, placa, sensor, vga, pilhas, radeon | 0.0000
papel           | tinta           | indaguei, atrasa, espaço, acompanha, equipamento, utilizada, força, leitura, material, expectativas | 0.0000
sombra          | luz             | pés, vento, colo, moppel, dançando, derramas, céu, coração, soava, silêncio | 0.0000
escuridão       | claridade       | grilinho, peladinha, leitinho, bolinando, peladinhas, naco, evitarei, labrador, trepando, aqua | 0.0000
rua             | bairro          | bairro, santana, barra, pinheiros, kairós, lindooooo, cachoeira, cambui, av, moreno | 1.0000
cidade          | zona            | interior, localizada, paisagem, salvador, bairro, zona, recife, localizado, praias, capital | 1.0000
horas           | minutos         | manha, semanas, dias, manhã, minutos, atrás, perodo, horario, telefonema, volta | 1.0000
cabelo          | penteado        | scalp, delicioso, cheiro, pele, chocolate, junte, cabelos, molho, chucha, sentia | 0.0000
estilo          | salão           | pensamento, divertida, expressão, imita, viva, lenta, cena, eterna, arriscaram, amarga | 0.0000
música          | banda           | poesia, musica, literatura, livros, musical, trevas, ツ, amantes, tolkien, evangelizar | 0.0000
cantor          | apresentação    | miranda, pagodinho, marcelo, teo, cau, moura, veloso, daniel, guilherme, patrcia | 0.0000
janela          | vidro           | incrível, figura, vê, neutro, almoçar, trás, então, vá, ótimo, pé | 0.0000
casa            | parede          | frente, saindo, chegando, indo, tomando, jantar, jardim, passeio, lá, pontuados | 0.0000
